Reward,Action
-4.027612248508267,-0.10000000201503134
-4.048712341174705,-0.10000000089772862
-4.059646209376333,-0.09999999825529932
-4.048910019209502,0.09999999995890896
-4.036960549600082,-0.09999999989409059
-4.004433498576994,0.10000000352656463
-3.9741656308263895,0.10000000049906152
-3.9437724045155176,0.1000000022320743
-3.9158332134500813,0.10000000037421483
-3.8959453519329967,0.10000000042258736
-3.8881464476367724,0.10000000088562469
-3.893590406678894,0.10000000018915373
-3.915440480815858,0.10000000002366845
-3.9510621646111224,0.09999999685886993
-3.9497718337417527,-0.06853310684863863
-4.025869470932467,0.10000000005730636
-4.0203086303342825,-0.10000000103489659
-4.094921415830912,0.0999999989167546
-4.069473188755529,-0.1000000001684368
-4.065304065864152,-0.09999999938969882
-4.049007671027275,-0.09999999900322236
-4.051220366381621,0.099999986001994
-3.9873776154181413,-0.10000000222289236
-3.959809700020684,0.09999999864840332
-3.8913356823188923,-0.10000000002612276
-3.8452522847580743,0.10000000024249733
-3.7966212194994036,0.09999999822531058
-3.7518045210826356,0.09999999985745246
-3.7168715977573736,0.10000000038876547
-3.69613624995469,0.10000000007001202
-3.6886383280379498,0.10000000156275225
-3.69680454086993,0.10000000039181842
-3.7141609312479402,0.09999999991797688
-3.70102705175194,-0.030642330013733978
-3.7416948004792148,0.09999999983417325
-3.697464142892821,-0.10000000003781231
-3.6820137057986737,-0.058516111685456534
-3.6396982914635596,-0.1000000000266325
-3.587635096169972,-0.09999999881407887
-3.5225017558222533,-0.0999999998775595
-3.4489598315295944,-0.09999998736307975
-3.3940987362674098,0.0999999986469738
-3.2975849903943155,-0.10000000151296554
-3.2414071922909002,0.09999999993215182
-3.1744152446148566,-0.09999999973004849
-3.135280036992003,0.1000000003939221
-3.11279780624922,0.10000000006156184
-3.106271291928823,0.10000000022117642
-3.112459770481198,0.10000000008422288
-3.1244050384092747,0.10000000074242409
-3.1396495357088066,0.10000000106758282
-3.150304858023126,0.10000000032873078
-3.1547326343468667,0.09999997623292176
-3.1034468333287553,-0.1000000014031852
-3.1045630675072977,0.0999999895352747
-3.0224065329743675,-0.10000000041469666
-2.9578634221955125,-0.10000000102438118
-2.8860157129180632,-0.10000000158104162
-2.8083622367086236,-0.10000000301200658
-2.729978629707221,-0.10000000225296608
-2.6559054680334175,-0.10000000119880156
-2.589529640651942,-0.10000000000722677
-2.5237536072665407,-0.03623713680835812
-2.460571204450443,0.09999999876559815
-2.438532409142222,-0.09999999651586812
-2.3807238280577856,0.10000000298976644
-2.3544176832850336,0.10000000138803201
-2.3359872957299843,0.10000000008183
-2.3245022227103576,0.10000000280435402
-2.319113661425504,0.10000000253937487
-2.318690516531036,0.10000000110154954
-2.3240626755267884,0.10000000030503187
-2.3145091405473313,0.052748081043040386
-2.2724475727420366,-0.0999999996078999
-2.3114578654724696,0.09999999897754372
-2.2390189770977633,-0.10000000173641053
-2.20585512142222,-0.10000000115709139
-2.1701075522697546,-0.10000000020710641
-2.1340549626036105,-0.10000000112789957
-2.1011066568374566,-0.10000000068244333
-2.0772064536651618,-0.10000000005227155
-2.069754210408086,-0.09999999912658608
-2.0794389764240684,0.0999999996677414
-2.0916877292863947,-0.10000000010125382
-2.1118309227826426,0.10000000075307659
-2.142645334681243,0.10000000068142803
-2.1740353173496194,0.1000000002344763
-2.2013878707784027,0.10000000013679855
-2.221630518749619,0.10000000049882185
-2.2340689090484878,0.10000000025862381
-2.2385139429780216,0.10000000198606547
-2.2380125049945905,0.10000000159171832
-2.235350052071104,0.10000000034562989
-2.2341184239439436,0.09999999791223338
-2.1518323342530237,-0.10000000015633091
-2.197168926160471,0.1000000000079713
-2.1069715511934475,-0.10000000209584445
-2.074341130153509,-0.10000000011686735
-2.0487504870525295,-0.10000000002431673
-2.028762530242368,-0.1000000000694828
-2.016108129438486,-0.09999999977442585
-2.074839011207227,0.09999999952596934
-2.024943450662033,-0.1000000002370538
-2.08359260864918,0.10000000007890641
