Reward,Action
-3.9792860238111953,0.0
-4.000713855367022,0.0
-4.012133636927597,0.0
-4.021637978068358,0.0
-4.002254285570627,0.0
-3.984878913399565,0.0
-3.961280365769685,0.0
-3.9375290424869673,0.0
-3.916961502307974,0.0
-3.9035262700131295,0.0
-3.900548116528309,0.0
-3.9103702550180843,0.0
-3.933713967924708,0.0
-3.96928612767578,0.0
-4.013698269311779,0.0
-4.061944069508056,0.0
-4.108013827720712,0.0
-4.1463035545940015,0.0
-4.172103352685067,0.0
-4.1824134587712365,0.0
-4.176303516683803,0.0
-4.154744205420167,0.0
-4.122159547662477,0.0
-4.076462515260308,0.0
-4.027502428072202,0.0
-3.9778648022441194,0.0
-3.932107782296269,0.0
-3.8945824234661988,0.0
-3.8689804207015905,0.0
-3.857703723417079,0.0
-3.861315798246044,0.0
-3.8781024250110545,0.0
-3.904527487562986,0.0
-3.935566526920484,0.0
-3.9658399648749474,0.0
-3.990314644674765,0.0
-4.006032541126341,0.0
-4.009974708463656,0.0
-4.003525137587373,0.0
-3.9880778215415997,0.0
-3.9665330958924194,0.0
-3.942689022903042,0.0
-3.920541610963675,0.0
-3.904103043878533,0.0
-3.8969793995276283,0.0
-3.901943772809509,0.0
-3.920369538345125,0.0
-3.9520761472580275,0.0
-3.996155691963849,0.0
-4.040857818989427,0.0
-4.088420964522675,0.0
-4.130374385770778,0.0
-4.161034703890753,0.0
-4.177282308698905,0.0
-4.177254051491102,0.0
-4.161171211821538,0.0
-4.13127161653275,0.0
-4.0903333688769115,0.0
-4.042803555702025,0.0
-3.9929267733709954,0.0
-3.945252516795258,0.0
-3.9042469380051275,0.0
-3.8739111472488306,0.0
-3.8571943256503185,0.0
-3.855377878599833,0.0
-3.86763144438747,0.0
-3.8910264974194715,0.0
-3.9209752126871473,0.0
-3.952106095267012,0.0
-3.979228888719631,0.0
-3.9982525749492006,0.0
-4.0067766176546264,0.0
-4.004195942127047,0.0
-3.991796787767838,0.0
-3.972147719706876,0.0
-3.970147178680944,0.0
-3.925525637724352,0.0
-3.9065578718042686,0.0
-3.8956390375227943,0.0
-3.8959072549937224,0.0
-3.9093106644370206,0.0
-3.936085024391321,0.0
-3.9743679866891006,0.0
-4.020288703042656,0.0
-4.068496056725689,0.0
-4.113067381279481,0.0
-4.148562471056441,0.0
-4.170448695850701,0.0
-4.17652585709241,0.0
-4.166394427385833,0.0
-4.1411248911354015,0.0
-4.103918513109304,0.0
-4.058426518602977,0.0
-4.008928526675551,0.0
-3.959937214904065,0.0
-3.915980257402005,0.0
-3.8813030891925338,0.0
-3.8592819076709874,0.0
-3.851914199187929,0.0
-3.8591720031309675,0.0
-3.9012689020409193,0.1
-3.9395768813511696,0.1
-3.980597970182603,0.1
-4.020604970744765,0.1
-4.055560110913886,0.1
-4.082614571720302,0.1
-4.101051215721312,0.1
-4.111737494778926,0.1
-4.1170054819782145,0.1
-4.120085751213922,0.1
-4.124788584023804,0.1
-4.135025589164186,0.1
-4.154374703364432,0.1
-4.185928884712899,0.1
-4.231644613673294,0.1
-4.291915663076026,0.1
-4.365375052831437,0.1
-4.448708541915842,0.1
-4.537116682177339,0.1
-4.625141624722239,0.1
-4.707443033200669,0.1
-4.779541136676785,0.1
-4.838656771184604,0.1
-4.883654916884116,0.1
-4.915128025288782,0.1
-4.934957484082955,0.1
-4.945874480607956,0.1
-4.951025685411483,0.1
-4.953662283853041,0.1
-4.956993301684764,0.1
-4.964010406612307,0.1
-4.977158870993046,0.1
-4.997985654693636,0.1
-5.0264916777426984,0.1
-5.061596880768081,0.1
-5.100477758210632,0.1
-5.139574240350486,0.1
-5.174846734845501,0.1
-5.202891895570868,0.1
-5.22093027747824,0.1
-5.227800505614678,0.1
-5.2235899701212185,0.1
-5.20965162848073,0.1
-5.188419218622915,0.1
-5.162955768924236,0.1
-5.1366320380450645,0.1
-5.113054827120344,0.1
-5.095745997813171,0.1
-5.087516504986002,0.1
-5.090939959945916,0.1
-5.106989978982668,0.1
-5.135004880153544,0.1
-5.172387532143261,0.1
-5.214848692180777,0.1
-5.256933122596758,0.1
-5.292770814621266,0.1
-5.317652284456218,0.1
-5.326889853386274,0.1
-5.319321275420058,0.1
-5.307689720622488,0.1
-5.253456322762827,0.1
-5.198375477713812,0.1
-5.131654683598324,0.1
-5.05603650252337,0.1
-4.974489278777394,0.1
-4.890221659664226,0.1
-4.80667108043073,0.1
-4.727438089417863,0.1
-4.656065173404134,0.1
-4.632380653400504,0.1
-4.548847321010568,0.1
-4.516382627590277,0.1
-4.49772675526236,0.1
-4.490645713564757,0.1
-4.4916631262850775,0.1
-4.4967561650113765,0.1
-4.502166396656146,0.1
-4.505024828484977,0.1
-4.503787256229704,0.1
-4.497953842683391,0.1
-4.488579372933149,0.1
-4.4773355123678815,0.1
-4.46654820113421,0.1
-4.458819944566602,0.1
-4.456904678804198,0.1
-4.462983526308784,0.1
-4.479391255178973,0.1
-4.507223941104299,0.1
-4.546441049490047,0.1
-4.595449700236142,0.1
-4.651112035190382,0.1
-4.708499109852608,0.1
-4.762725571159235,0.1
-4.808379171622026,0.1
-4.840946804099057,0.1
-4.857312018826641,0.1
-4.856066678458644,0.1
-4.837497340380459,0.1
-4.803287911292752,0.1
-4.7561579964294545,0.1
-4.664516128187059,0.0
-4.587974550539148,0.0
-4.511964173103913,0.0
-4.43888695885092,0.0
-4.3726437100330875,0.0
-4.316497214331028,0.0
-4.2729605654518865,0.0
-4.243272083171437,0.0
-4.225835122783127,0.0
-4.2182248791255335,0.0
-4.21625486826122,0.0
-4.215261207399358,0.0
-4.211082296783354,0.0
-4.200809555636083,0.0
-4.183164492884531,0.0
-4.158488586847065,0.0
-4.128503745874956,0.0
-4.095867136199296,0.0
-4.063756305418545,0.0
-4.035544823115382,0.0
-4.014354915338492,0.0
-4.003022233301858,0.0
-4.003301129754843,0.0
-4.015484343714145,0.0
-4.039123292027517,0.0
-4.066963073170557,0.0
-4.097331559153607,0.0
-4.1227673610823805,0.0
-4.137191461965738,0.0
-4.13534007948442,0.0
-4.113621300815372,0.0
-4.070408444148447,0.0
-4.006057269669892,0.0
-3.9224943120622355,0.0
-3.8228147839072153,0.0
-3.710934416281005,0.0
-3.5913858371764356,0.0
-3.469212165850408,0.0
-3.3498381402088357,0.0
-3.2385874774559165,0.0
-3.1403690177620045,0.0
-3.0585681489909198,0.0
-2.994190166041314,0.0
-2.945524780380216,0.0
-2.9083267084044055,0.0
-2.8769036078355446,0.0
-2.845186019877639,0.0
-2.808536393142502,0.0
-2.763951733303552,0.0
-2.7105397945693332,0.0
-2.649214151414392,0.0
-2.5822174971228598,0.0
-2.5126643251038323,0.0
-2.443856560789412,0.0
-2.3794215007982045,0.0
-2.3224980417485233,0.0
-2.2756075881576585,0.0
-2.2402469147214314,0.0
-2.2165772607614773,0.0
-2.2033405228825877,0.0
-2.198068684713527,0.0
-2.197560736926831,0.0
-2.198490500110976,0.0
-2.197989324865595,0.0
-2.194082966313798,0.0
-2.185920915602061,0.0
-2.1738113343735663,0.0
-2.159081980912848,0.0
-2.143802801462769,0.0
-2.130430283509618,0.0
-2.1213956379692176,0.0
-2.118705922948203,0.0
-2.1236356779006917,0.0
-2.1363295035771843,0.0
-2.1561306450991213,0.0
-2.181405793188916,0.0
-2.2097868973033297,0.0
-2.239127984621829,0.0
-2.267730182947628,0.0
-2.2925926525158706,0.0
-2.3143540404677903,0.0
-2.332555179467666,0.0
-2.3479626148881647,0.0
-2.36528172877333,0.0
-2.376216480391407,0.0
-2.3924828934715934,0.0
-2.412225342159848,0.0
-2.4362921805092648,0.0
-2.464768816332017,0.0
-2.4968900251819486,0.0
-2.531120466404841,0.0
-2.567068170929491,0.0
-2.5971559669904987,0.0
-2.6247617052387993,0.0
-2.645115957871304,0.0
-2.6587306538324067,0.0
-2.6635039546497468,0.0
-2.661384235520339,0.0
-2.6533017826380414,0.0
-2.6412683565264645,0.0
-2.6600842398110087,0.1
-2.6618470509495955,0.1
-2.6665633775365727,0.1
-2.6783824593635237,0.1
-2.698586938232592,0.1
-2.7279860925280874,0.1
-2.766277264163017,0.1
-2.8119481122960557,0.1
-2.863188929552877,0.1
-2.9175318625374294,0.1
-2.9728800621822975,0.1
-3.027614486955238,0.1
-3.0808447200025677,0.1
-3.1324266219725625,0.1
-3.183061543922744,0.1
-3.2340491960562687,0.1
-3.2870849035893044,0.1
-3.3439405950032954,0.1
-3.406380835065425,0.1
-3.4756614936129506,0.1
-3.5534118979317166,0.1
-3.6402115981697887,0.1
-3.727486931430976,0.1
-3.8225775332531886,0.1
-3.920369089680079,0.1
-4.017950997121208,0.1
-4.112633131850128,0.1
-4.201995135900681,0.1
-4.284146916808293,0.1
-4.357909891439611,0.1
-4.422896418303678,0.1
-4.479521435119375,0.1
-4.5288517756564515,0.1
-4.572458434895082,0.1
-4.612288418918031,0.1
-4.6503593277977915,0.1
-4.688066820924797,0.1
-4.72760591374966,0.1
-4.769935514939973,0.1
-4.81561475424623,0.1
-4.864582745187327,0.1
-4.916176421499028,0.1
-4.969238711465788,0.1
-5.02235966684647,0.1
-5.073691143115559,0.1
-5.122013659919841,0.1
-5.1674438952964685,0.1
-5.205412739271717,0.1
-5.239994427506024,0.1
-5.2706834084203,0.1
-5.26724137702971,0.0
-5.281473159155999,0.0
-5.29981578986525,0.0
-5.323238605361518,0.0
-5.352809934800641,0.0
-5.390304318774478,0.0
-5.43671270501678,0.0
-5.49150279554482,0.0
-5.553108922752943,0.0
-5.618019661974552,0.0
-5.681725354386794,0.0
-5.739095707706121,0.0
-5.785158200647921,0.0
-5.815825952410028,0.0
-5.828536785646384,0.0
-5.82260013492708,0.0
-5.79898979876717,0.0
-5.760194304556043,0.0
-5.709634179836642,0.0
-5.65128934594277,0.0
-5.589594610443592,0.0
-5.529294837110455,0.0
-5.475142651646204,0.0
-5.431825465203835,0.0
-5.403565143445812,0.0
-5.39349116801243,0.0
-5.40292648456826,0.0
